itemid,                    name, sell_single, buy_single, price_single, stock_single, sell_stacks, buy_stacks, price_stacks, stock_stacks
112,              yellow_jar,1,1,1,99,0,1,1,99
113,       cleaning_tool_set,1,1,1,99,0,1,1,99
115,           bastokan_tree,1,1,1,99,0,1,1,99
116,        windurstian_tree,1,1,1,99,0,1,1,99
120,             f._aquarium,1,1,1,99,0,1,1,99
121,             s._aquarium,1,1,1,99,0,1,1,99
122,                amir_bed,1,1,1,99,0,1,1,99
123,              athenienne,1,1,1,99,0,1,1,99
124,                wardrobe,1,1,1,99,0,1,1,99
125,               reliquary,1,1,1,99,0,1,1,99
126,            falsiam_vase,1,1,1,99,0,1,1,99
127,            coffee_table,1,1,1,99,0,1,1,99
128,                 console,1,1,1,99,0,1,1,99
130,              marble_bed,1,1,1,99,0,1,1,99
132,           tableware_set,1,1,1,99,0,1,1,99
133,                 tea_set,1,1,1,99,0,1,1,99
135,          magic_tome_set,1,1,1,99,0,1,1,99
139,              star_globe,1,1,1,99,0,1,1,99
143,                   ngoma,1,1,1,99,0,1,1,99
144,                 caisson,1,1,1,99,0,1,1,99
145,                thurible,1,1,1,99,0,1,1,99
146,          walahra_burner,1,1,1,99,0,1,1,99
147,       imperial_tapestry,1,1,1,99,0,1,1,99
148,              cartonnier,1,1,1,99,0,1,1,99
149,        alchemists_tools,1,1,1,99,0,1,1,99
150,             leather_pot,1,1,1,99,0,1,1,99
152,               flowerpot,1,1,1,99,0,1,1,99
185,             rook_banner,1,1,1,99,0,1,1,99
186,           shield_plaque,1,1,1,99,0,1,1,99
187,          buckler_plaque,1,1,1,99,0,1,1,99
188,          acolytes_grief,1,1,1,99,0,1,1,99
189,             autumns_end,1,1,1,99,0,1,1,99
194,       blacksmith_plaque,1,1,1,99,0,1,1,99
195,             the_big_one,1,1,1,99,0,1,1,99
200,            tsahyan_mask,1,1,1,99,0,1,1,99
201,              totem_pole,1,1,1,99,0,1,1,99
206,           ancient_blood,1,1,1,99,0,1,1,99
207,               fire_lamp,1,1,1,99,0,1,1,99
208,                ice_lamp,1,1,1,99,0,1,1,99
209,               wind_lamp,1,1,1,99,0,1,1,99
210,              earth_lamp,1,1,1,99,0,1,1,99
211,          lightning_lamp,1,1,1,99,0,1,1,99
212,              water_lamp,1,1,1,99,0,1,1,99
213,              light_lamp,1,1,1,99,0,1,1,99
214,               dark_lamp,1,1,1,99,0,1,1,99
216,         porc._flowerpot,1,1,1,99,0,1,1,99
217,         brass_flowerpot,1,1,1,99,0,1,1,99
218,       earthen_flowerpot,1,1,1,99,0,1,1,99
219,       ceramic_flowerpot,1,1,1,99,0,1,1,99
220,        wooden_flowerpot,1,1,1,99,0,1,1,99
221,        arcane_flowerpot,1,1,1,99,0,1,1,99
222,      fighting_fish_tank,1,1,1,99,0,1,1,99
223,          river_aquarium,1,1,1,99,0,1,1,99
224,            bay_aquarium,1,1,1,99,0,1,1,99
225,           reef_aquarium,1,1,1,99,0,1,1,99
295,                 bonfire,1,1,1,99,0,1,1,99
314,        9-drawer_almirah,1,1,1,99,0,1,1,99
315,        6-drawer_almirah,1,1,1,99,0,1,1,99
316,        3-drawer_almirah,1,1,1,99,0,1,1,99
317,             bronze_rose,1,1,1,99,0,1,1,99
318,            crystal_rose,1,1,1,99,0,1,1,99
319,              shell_lamp,1,1,1,99,0,1,1,99
321,            mythril_bell,1,1,1,99,0,1,1,99
322,             horn_trophy,1,1,1,99,0,1,1,99
326,         yellow_hobby_bo,1,1,1,99,0,1,1,99
327,            red_hobby_bo,1,1,1,99,0,1,1,99
328,          black_hobby_bo,1,1,1,99,0,1,1,99
329,           blue_hobby_bo,1,1,1,99,0,1,1,99
330,          green_hobby_bo,1,1,1,99,0,1,1,99
331,            winged_altar,1,1,1,99,0,1,1,99
332,           winged_plaque,1,1,1,99,0,1,1,99
333,          winged_balance,1,1,1,99,0,1,1,99
343,              harp_stool,1,1,1,99,0,1,1,99
348,           marble_plaque,1,1,1,99,0,1,1,99
349,          ryl._sqr._bunk,1,1,1,99,0,1,1,99
350,       rep._lgn._bedding,1,1,1,99,0,1,1,99
351,       fed._mrc._hammock,1,1,1,99,0,1,1,99
352,          half_partition,1,1,1,99,0,1,1,99
353,                  spence,1,1,1,99,0,1,1,99
354,               bookstack,1,1,1,99,0,1,1,99
355,             bread_crock,1,1,1,99,0,1,1,99
357,               partition,1,1,1,99,0,1,1,99
358,                credenza,1,1,1,99,0,1,1,99
359,                   bahut,1,1,1,99,0,1,1,99
360,                   matka,1,1,1,99,0,1,1,99
361,                gallipot,1,1,1,99,0,1,1,99
362,            fluoro-flora,1,1,1,99,0,1,1,99
363,            amigo_cactus,1,1,1,99,0,1,1,99
364,            amiga_cactus,1,1,1,99,0,1,1,99
368,            san._tea_set,1,1,1,99,0,1,1,99
369,            bas._tea_set,1,1,1,99,0,1,1,99
370,            win._tea_set,1,1,1,99,0,1,1,99
371,          butterfly_cage,1,1,1,99,0,1,1,99
372,            cricket_cage,1,1,1,99,0,1,1,99
373,            glowfly_cage,1,1,1,99,0,1,1,99
374,                parclose,1,1,1,99,0,1,1,99
378,         blue_9d_almirah,1,1,1,99,0,1,1,99
379,         blue_6d_almirah,1,1,1,99,0,1,1,99
380,         blue_3d_almirah,1,1,1,99,0,1,1,99
381,        green_9d_almirah,1,1,1,99,0,1,1,99
382,        green_6d_almirah,1,1,1,99,0,1,1,99
383,        green_3d_almirah,1,1,1,99,0,1,1,99
384,       yellow_9d_almirah,1,1,1,99,0,1,1,99
385,       yellow_6d_almirah,1,1,1,99,0,1,1,99
386,       yellow_3d_almirah,1,1,1,99,0,1,1,99
387,        white_9d_almirah,1,1,1,99,0,1,1,99
388,        white_6d_almirah,1,1,1,99,0,1,1,99
389,        white_3d_almirah,1,1,1,99,0,1,1,99
390,            carmine_desk,1,1,1,99,0,1,1,99
391,           cerulean_desk,1,1,1,99,0,1,1,99
392,             myrtle_desk,1,1,1,99,0,1,1,99
393,               ecru_desk,1,1,1,99,0,1,1,99
394,        b._tarutaru_desk,1,1,1,99,0,1,1,99
395,        g._tarutaru_desk,1,1,1,99,0,1,1,99
396,        y._tarutaru_desk,1,1,1,99,0,1,1,99
397,        w._tarutaru_desk,1,1,1,99,0,1,1,99
398,        red_mahogany_bed,1,1,1,99,0,1,1,99
399,       blue_mahogany_bed,1,1,1,99,0,1,1,99
400,        gr._mahogany_bed,1,1,1,99,0,1,1,99
401,      yell._mahogany_bed,1,1,1,99,0,1,1,99
402,         blue_nobles_bed,1,1,1,99,0,1,1,99
403,        green_nobles_bed,1,1,1,99,0,1,1,99
404,         yel._nobles_bed,1,1,1,99,0,1,1,99
405,        white_nobles_bed,1,1,1,99,0,1,1,99
406,      b._tarutaru_screen,1,1,1,99,0,1,1,99
407,      g._tarutaru_screen,1,1,1,99,0,1,1,99
408,      y._tarutaru_screen,1,1,1,99,0,1,1,99
409,      w._tarutaru_screen,1,1,1,99,0,1,1,99
410,         red_round_table,1,1,1,99,0,1,1,99
411,        blue_round_table,1,1,1,99,0,1,1,99
412,        green_rnd._table,1,1,1,99,0,1,1,99
413,       yellow_rnd._table,1,1,1,99,0,1,1,99
414,        white_rnd._table,1,1,1,99,0,1,1,99
416,               tomeshelf,1,1,1,99,0,1,1,99
417,           storage_hutch,1,1,1,99,0,1,1,99
418,           tidings_board,1,1,1,99,0,1,1,99
419,           leisure_table,1,1,1,99,0,1,1,99
420,           meadsweet_pot,1,1,1,99,0,1,1,99
421,          r._orchid_vase,1,1,1,99,0,1,1,99
422,         elshimo_pachira,1,1,1,99,0,1,1,99
423,            tavern_bench,1,1,1,99,0,1,1,99
424,          feasting_table,1,1,1,99,0,1,1,99
425,               girandola,1,1,1,99,0,1,1,99
427,            rococo_table,1,1,1,99,0,1,1,99
428,               semainier,1,1,1,99,0,1,1,99
429,        r._storm_lantern,1,1,1,99,0,1,1,99
430,        b._storm_lantern,1,1,1,99,0,1,1,99
431,        g._storm_lantern,1,1,1,99,0,1,1,99
432,        y._storm_lantern,1,1,1,99,0,1,1,99
433,        w._storm_lantern,1,1,1,99,0,1,1,99
434,         isula_sideboard,1,1,1,99,0,1,1,99
435,         jeunoan_dresser,1,1,1,99,0,1,1,99
436,         jeunoan_armoire,1,1,1,99,0,1,1,99
437,       floral_nightstand,1,1,1,99,0,1,1,99
439,            planus_table,1,1,1,99,0,1,1,99
440,              squat_desk,1,1,1,99,0,1,1,99
442,            gilded_chest,1,1,1,99,0,1,1,99
443,           aureous_chest,1,1,1,99,0,1,1,99
444,         luxurious_chest,1,1,1,99,0,1,1,99
445,       vaisselier_royale,1,1,1,99,0,1,1,99
446,            gilded_shelf,1,1,1,99,0,1,1,99
447,            mensa_lunata,1,1,1,99,0,1,1,99
448,                gueridon,1,1,1,99,0,1,1,99
449,          personal_table,1,1,1,99,0,1,1,99
450,             candelabrum,1,1,1,99,0,1,1,99
459,           candle_holder,1,1,1,99,0,1,1,99
460,          bakery_platter,1,1,1,99,0,1,1,99
472,           bkn._s.h._rod,1,1,1,99,0,1,1,99
473,        broken_comp._rod,1,1,1,99,0,1,1,99
482,        bkn._clothespole,1,1,1,99,0,1,1,99
483,        bkn._mithran_rod,1,1,1,99,0,1,1,99
484,          bkn._taru._rod,1,1,1,99,0,1,1,99
485,         bkn._willow_rod,1,1,1,99,0,1,1,99
486,            bkn._yew_rod,1,1,1,99,0,1,1,99
487,         bkn._bamboo_rod,1,1,1,99,0,1,1,99
488,          bkn._fast._rod,1,1,1,99,0,1,1,99
489,             bkn._lu_rod,1,1,1,99,0,1,1,99
490,         bkn._carbon_rod,1,1,1,99,0,1,1,99
491,          bkn._glass_rod,1,1,1,99,0,1,1,99
492,       drachenfall_water,1,1,1,99,0,1,1,99
493,           brass_canteen,1,1,1,99,0,1,1,99
496,         qdv._chestplate,1,1,1,99,1,1,1,99
497,             gigas_socks,1,1,1,99,1,1,1,99
498,         yagudo_necklace,1,1,1,99,1,1,1,99
499,          gigas_necklace,1,1,1,99,1,1,1,99
501,             quadav_helm,1,1,1,99,1,1,1,99
503,                 sunsand,1,1,1,99,1,1,1,99
505,               sheepskin,1,1,1,99,1,1,1,99
506,          coeurl_leather,1,1,1,99,1,1,1,99
507,             goblin_mail,1,1,1,99,1,1,1,99
508,             goblin_helm,1,1,1,99,1,1,1,99
509,                orc_mask,1,1,1,99,0,1,1,99
510,            goblin_armor,1,1,1,99,1,1,1,99
511,             goblin_mask,1,1,1,99,1,1,1,99
529,             luminicloth,1,1,1,99,1,1,1,99
532,         magicmart_flyer,1,1,1,99,1,1,1,99
533,          derfland_humus,1,1,1,99,0,1,1,99
534,          gausebit_grass,1,1,1,99,1,1,1,99
536,         adventurer_cpn.,1,1,1,99,0,1,1,99
544,            test_answers,1,1,1,99,0,1,1,99
546,           starfall_tear,1,1,1,99,0,1,1,99
548,         tenshodo_invite,1,1,1,99,0,1,1,99
550,             steam_clock,1,1,1,99,0,1,1,99
551,       bruised_starfruit,1,1,1,99,0,1,1,99
560,             zeruhn_soot,1,1,1,99,1,1,1,99
564,         fingernail_sack,1,1,1,99,1,1,1,99
565,              teeth_sack,1,1,1,99,1,1,1,99
566,              goblin_cup,1,1,1,99,1,1,1,99
568,              goblin_die,1,1,1,99,1,1,1,99
572,              herb_seeds,1,1,1,99,1,1,1,99
573,         vegetable_seeds,1,1,1,99,1,1,1,99
574,             fruit_seeds,1,1,1,99,1,1,1,99
575,             grain_seeds,1,1,1,99,1,1,1,99
581,               starfruit,1,1,1,99,0,1,1,99
596,        quadav_backplate,1,1,1,99,1,1,1,99
597,             mine_gravel,1,1,1,99,0,1,1,99
605,                 pickaxe,1,1,1,99,1,1,1,99
606,             fetich_head,1,1,1,99,0,1,1,99
607,            fetich_torso,1,1,1,99,0,1,1,99
608,             fetich_arms,1,1,1,99,0,1,1,99
609,             fetich_legs,1,1,1,99,0,1,1,99
610,          san_dor._flour,1,1,1,99,1,1,1,99
611,               rye_flour,1,1,1,99,1,1,1,99
612,          kazham_peppers,1,1,1,99,1,1,1,99
614,           mhaura_garlic,1,1,1,99,1,1,1,99
615,          selbina_butter,1,1,1,99,1,1,1,99
616,               pie_dough,1,1,1,99,1,1,1,99
617,                  ginger,1,1,1,99,1,1,1,99
618,               blue_peas,1,1,1,99,1,1,1,99
619,                  popoto,1,1,1,99,1,1,1,99
620,           tarutaru_rice,1,1,1,99,1,1,1,99
621,          crying_mustard,1,1,1,99,1,1,1,99
622,          dried_marjoram,1,1,1,99,1,1,1,99
623,              bay_leaves,1,1,1,99,1,1,1,99
624,             pamtam_kelp,1,1,1,99,1,1,1,99
625,           apple_vinegar,1,1,1,99,1,1,1,99
626,            black_pepper,1,1,1,99,1,1,1,99
627,             maple_sugar,1,1,1,99,1,1,1,99
628,                cinnamon,1,1,1,99,1,1,1,99
629,             millioncorn,1,1,1,99,1,1,1,99
630,            ogre_pumpkin,1,1,1,99,1,1,1,99
631,              horo_flour,1,1,1,99,1,1,1,99
632,             kukuru_bean,1,1,1,99,1,1,1,99
633,               olive_oil,1,1,1,99,1,1,1,99
635,         win._tea_leaves,1,1,1,99,1,1,1,99
636,               chamomile,1,1,1,99,1,1,1,99
637,               slime_oil,1,1,1,99,1,1,1,99
638,                    sage,1,1,1,99,1,1,1,99
639,                chestnut,1,1,1,99,1,1,1,99
640,              copper_ore,1,1,1,99,1,1,1,99
641,                 tin_ore,1,1,1,99,1,1,1,99
642,                zinc_ore,1,1,1,99,1,1,1,99
643,                iron_ore,1,1,1,99,1,1,1,99
644,             mythril_ore,1,1,1,99,1,1,1,99
645,           darksteel_ore,1,1,1,99,1,1,1,99
646,              adaman_ore,1,1,1,99,1,1,1,99
647,          molybdenum_ore,1,1,1,99,1,1,1,99
648,            copper_ingot,1,1,1,99,1,1,1,99
649,            bronze_ingot,1,1,1,99,1,1,1,99
650,             brass_ingot,1,1,1,99,1,1,1,99
651,              iron_ingot,1,1,1,99,1,1,1,99
652,             steel_ingot,1,1,1,99,1,1,1,99
653,           mythril_ingot,1,1,1,99,1,1,1,99
654,         darksteel_ingot,1,1,1,99,1,1,1,99
655,            adaman_ingot,1,1,1,99,1,1,1,99
656,               beastcoin,1,1,1,99,1,1,1,99
657,             tama-hagane,1,1,1,99,1,1,1,99
658,          damascus_ingot,1,1,1,99,1,1,1,99
659,               tin_ingot,1,1,1,99,1,1,1,99
660,            bronze_sheet,1,1,1,99,1,1,1,99
661,             brass_sheet,1,1,1,99,1,1,1,99
662,              iron_sheet,1,1,1,99,1,1,1,99
663,           mythril_sheet,1,1,1,99,1,1,1,99
664,         darksteel_sheet,1,1,1,99,1,1,1,99
665,            adaman_sheet,1,1,1,99,1,1,1,99
666,             steel_sheet,1,1,1,99,1,1,1,99
667,        blsd._mtl._sheet,1,1,1,99,1,1,1,99
668,              ocl._sheet,1,1,1,99,1,1,1,99
669,             mlbd._sheet,1,1,1,99,1,1,1,99
670,          aluminum_sheet,1,1,1,99,1,1,1,99
671,            silver_sheet,1,1,1,99,1,1,1,99
672,           bronze_scales,1,1,1,99,1,1,1,99
673,            brass_scales,1,1,1,99,1,1,1,99
674,             iron_scales,1,1,1,99,1,1,1,99
675,           adaman_scales,1,1,1,99,1,1,1,99
676,            steel_scales,1,1,1,99,1,1,1,99
678,            aluminum_ore,1,1,1,99,1,1,1,99
679,          aluminum_ingot,1,1,1,99,1,1,1,99
680,              iron_chain,1,1,1,99,1,1,1,99
681,           mythril_chain,1,1,1,99,1,1,1,99
682,         darksteel_chain,1,1,1,99,1,1,1,99
683,            adaman_chain,1,1,1,99,1,1,1,99
684,          aluminum_chain,1,1,1,99,1,1,1,99
685,              khroma_ore,1,1,1,99,1,1,1,99
686,         im._wootz_ingot,1,1,1,99,1,1,1,99
687,        scarletite_ingot,1,1,1,99,1,1,1,99
688,           arrowwood_log,1,1,1,99,1,1,1,99
689,               lauan_log,1,1,1,99,1,1,1,99
690,                 elm_log,1,1,1,99,1,1,1,99
691,               maple_log,1,1,1,99,1,1,1,99
692,               beech_log,1,1,1,99,1,1,1,99
693,              walnut_log,1,1,1,99,1,1,1,99
694,            chestnut_log,1,1,1,99,1,1,1,99
695,              willow_log,1,1,1,99,1,1,1,99
696,                 yew_log,1,1,1,99,1,1,1,99
697,               holly_log,1,1,1,99,1,1,1,99
698,                 ash_log,1,1,1,99,1,1,1,99
699,                 oak_log,1,1,1,99,1,1,1,99
700,            mahogany_log,1,1,1,99,1,1,1,99
701,            rosewood_log,1,1,1,99,1,1,1,99
702,               ebony_log,1,1,1,99,1,1,1,99
703,           petrified_log,1,1,1,99,1,1,1,99
704,            bamboo_stick,1,1,1,99,1,1,1,99
705,          arrowwood_lbr.,1,1,1,99,1,1,1,99
706,            lauan_lumber,1,1,1,99,1,1,1,99
707,              elm_lumber,1,1,1,99,1,1,1,99
708,            maple_lumber,1,1,1,99,1,1,1,99
709,            beech_lumber,1,1,1,99,1,1,1,99
710,         chestnut_lumber,1,1,1,99,1,1,1,99
711,           walnut_lumber,1,1,1,99,1,1,1,99
712,           willow_lumber,1,1,1,99,1,1,1,99
713,              yew_lumber,1,1,1,99,1,1,1,99
714,            holly_lumber,1,1,1,99,1,1,1,99
715,              ash_lumber,1,1,1,99,1,1,1,99
716,              oak_lumber,1,1,1,99,1,1,1,99
717,           mahogany_lbr.,1,1,1,99,1,1,1,99
718,           rosewood_lbr.,1,1,1,99,1,1,1,99
719,            ebony_lumber,1,1,1,99,1,1,1,99
720,          ancient_lumber,1,1,1,99,1,1,1,99
721,           rattan_lumber,1,1,1,99,1,1,1,99
722,              divine_log,1,1,1,99,1,1,1,99
723,           divine_lumber,1,1,1,99,1,1,1,99
726,        stl._wal._lumber,1,1,1,99,1,1,1,99
727,             dogwood_log,1,1,1,99,1,1,1,99
728,           dogwd._lumber,1,1,1,99,1,1,1,99
729,           bloodwood_log,1,1,1,99,1,1,1,99
730,           bldwd._lumber,1,1,1,99,1,1,1,99
731,           aquilaria_log,1,1,1,99,1,1,1,99
732,               kapor_log,1,1,1,99,1,1,1,99
733,            kapor_lumber,1,1,1,99,1,1,1,99
734,             thokcha_ore,1,1,1,99,1,1,1,99
735,           thokcha_ingot,1,1,1,99,1,1,1,99
736,              silver_ore,1,1,1,99,1,1,1,99
737,                gold_ore,1,1,1,99,1,1,1,99
738,            platinum_ore,1,1,1,99,1,1,1,99
739,          orichalcum_ore,1,1,1,99,1,1,1,99
740,            phrygian_ore,1,1,1,99,1,1,1,99
741,            p._brass_ore,1,1,1,99,1,1,1,99
742,          p._brass_ingot,1,1,1,99,1,1,1,99
743,          ph._gold_ingot,1,1,1,99,1,1,1,99
744,            silver_ingot,1,1,1,99,1,1,1,99
745,              gold_ingot,1,1,1,99,1,1,1,99
746,          platinum_ingot,1,1,1,99,1,1,1,99
747,              ocl._ingot,1,1,1,99,1,1,1,99
748,          gold_beastcoin,1,1,1,99,1,1,1,99
749,          mtl._beastcoin,1,1,1,99,1,1,1,99
750,        silver_beastcoin,1,1,1,99,1,1,1,99
751,          plt._beastcoin,1,1,1,99,1,1,1,99
752,              gold_sheet,1,1,1,99,1,1,1,99
753,          ph._gold_sheet,1,1,1,99,1,1,1,99
754,          platinum_sheet,1,1,1,99,1,1,1,99
755,          p._brass_sheet,1,1,1,99,1,1,1,99
756,              durium_ore,1,1,1,99,1,1,1,99
757,            durium_ingot,1,1,1,99,1,1,1,99
758,            durium_sheet,1,1,1,99,1,1,1,99
759,            durium_chain,1,1,1,99,1,1,1,99
760,            silver_chain,1,1,1,99,1,1,1,99
761,              gold_chain,1,1,1,99,1,1,1,99
762,          platinum_chain,1,1,1,99,1,1,1,99
763,              ocl._chain,1,1,1,99,1,1,1,99
764,             brass_chain,1,1,1,99,1,1,1,99
765,          p._brass_chain,1,1,1,99,1,1,1,99
766,            ormolu_ingot,1,1,1,99,1,1,1,99
767,               carnelian,1,1,1,99,1,1,1,99
768,             flint_stone,1,1,1,99,1,1,1,99
769,                red_rock,1,1,1,99,1,1,1,99
770,               blue_rock,1,1,1,99,1,1,1,99
771,             yellow_rock,1,1,1,99,1,1,1,99
772,              green_rock,1,1,1,99,1,1,1,99
773,        translucent_rock,1,1,1,99,1,1,1,99
774,             purple_rock,1,1,1,99,1,1,1,99
775,              black_rock,1,1,1,99,1,1,1,99
776,              white_rock,1,1,1,99,1,1,1,99
777,               fulmenite,1,1,1,99,1,1,1,99
778,                heliodor,1,1,1,99,1,1,1,99
779,              aventurine,1,1,1,99,1,1,1,99
780,                 clarite,1,1,1,99,1,1,1,99
781,                 larimar,1,1,1,99,1,1,1,99
782,                selenite,1,1,1,99,1,1,1,99
783,               tenebrite,1,1,1,99,1,1,1,99
784,                 jadeite,1,1,1,99,1,1,1,99
785,                 emerald,1,1,1,99,1,1,1,99
786,                    ruby,1,1,1,99,1,1,1,99
787,                 diamond,1,1,1,99,1,1,1,99
788,                 peridot,1,1,1,99,1,1,1,99
789,                   topaz,1,1,1,99,1,1,1,99
790,                  garnet,1,1,1,99,1,1,1,99
791,              aquamarine,1,1,1,99,1,1,1,99
792,                   pearl,1,1,1,99,1,1,1,99
793,             black_pearl,1,1,1,99,1,1,1,99
794,                sapphire,1,1,1,99,1,1,1,99
795,            lapis_lazuli,1,1,1,99,1,1,1,99
796,              light_opal,1,1,1,99,1,1,1,99
797,                 painite,1,1,1,99,1,1,1,99
798,               turquoise,1,1,1,99,1,1,1,99
799,                    onyx,1,1,1,99,1,1,1,99
800,                amethyst,1,1,1,99,1,1,1,99
801,             chrysoberyl,1,1,1,99,1,1,1,99
802,               moonstone,1,1,1,99,1,1,1,99
803,                sunstone,1,1,1,99,1,1,1,99
804,                  spinel,1,1,1,99,1,1,1,99
805,                  zircon,1,1,1,99,1,1,1,99
806,              tourmaline,1,1,1,99,1,1,1,99
807,                sardonyx,1,1,1,99,1,1,1,99
808,               goshenite,1,1,1,99,1,1,1,99
809,             clear_topaz,1,1,1,99,1,1,1,99
810,                fluorite,1,1,1,99,1,1,1,99
811,                ametrine,1,1,1,99,1,1,1,99
812,              deathstone,1,1,1,99,1,1,1,99
813,              angelstone,1,1,1,99,1,1,1,99
814,                   amber,1,1,1,99,1,1,1,99
815,                  sphene,1,1,1,99,1,1,1,99
816,             silk_thread,1,1,1,99,1,1,1,99
817,            grass_thread,1,1,1,99,1,1,1,99
818,           cotton_thread,1,1,1,99,1,1,1,99
819,            linen_thread,1,1,1,99,1,1,1,99
820,             wool_thread,1,1,1,99,1,1,1,99
821,          rainbow_thread,1,1,1,99,1,1,1,99
822,           silver_thread,1,1,1,99,1,1,1,99
823,             gold_thread,1,1,1,99,1,1,1,99
824,             grass_cloth,1,1,1,99,1,1,1,99
825,            cotton_cloth,1,1,1,99,1,1,1,99
826,             linen_cloth,1,1,1,99,1,1,1,99
827,              wool_cloth,1,1,1,99,1,1,1,99
828,            velvet_cloth,1,1,1,99,1,1,1,99
829,              silk_cloth,1,1,1,99,1,1,1,99
830,           rainbow_cloth,1,1,1,99,1,1,1,99
831,           shining_cloth,1,1,1,99,1,1,1,99
832,              sheep_wool,1,1,1,99,1,1,1,99
833,              moko_grass,1,1,1,99,1,1,1,99
834,           saruta_cotton,1,1,1,99,1,1,1,99
835,             flax_flower,1,1,1,99,1,1,1,99
836,         damascene_cloth,1,1,1,99,1,1,1,99
837,           malboro_fiber,1,1,1,99,1,1,1,99
838,              spider_web,1,1,1,99,1,1,1,99
839,          crawler_cocoon,1,1,1,99,1,1,1,99
840,           chocobo_fthr.,1,1,1,99,1,1,1,99
841,          yagudo_feather,1,1,1,99,1,1,1,99
842,        giant_bird_fthr.,1,1,1,99,1,1,1,99
843,           g._bird_plume,1,1,1,99,1,1,1,99
844,         phoenix_feather,1,1,1,99,1,1,1,99
845,        black_c._feather,1,1,1,99,1,1,1,99
846,             insect_wing,1,1,1,99,1,1,1,99
847,            bird_feather,1,1,1,99,1,1,1,99
848,         dhalmel_leather,1,1,1,99,1,1,1,99
849,             undead_skin,1,1,1,99,1,1,1,99
850,           sheep_leather,1,1,1,99,1,1,1,99
851,             ram_leather,1,1,1,99,1,1,1,99
852,             lizard_skin,1,1,1,99,1,1,1,99
853,             raptor_skin,1,1,1,99,1,1,1,99
854,         cockatrice_skin,1,1,1,99,1,1,1,99
855,           tiger_leather,1,1,1,99,1,1,1,99
856,             rabbit_hide,1,1,1,99,1,1,1,99
857,            dhalmel_hide,1,1,1,99,1,1,1,99
858,               wolf_hide,1,1,1,99,1,1,1,99
859,                ram_skin,1,1,1,99,1,1,1,99
860,           behemoth_hide,1,1,1,99,1,1,1,99
861,              tiger_hide,1,1,1,99,1,1,1,99
862,          behem._leather,1,1,1,99,1,1,1,99
863,             coeurl_hide,1,1,1,99,1,1,1,99
864,             fish_scales,1,1,1,99,1,1,1,99
865,          nidhogg_scales,1,1,1,99,1,1,1,99
866,           wyvern_scales,1,1,1,99,1,1,1,99
867,           dragon_scales,1,1,1,99,1,1,1,99
868,            pugil_scales,1,1,1,99,1,1,1,99
869,             lizard_molt,1,1,1,99,1,1,1,99
870,         smth._shp._lth.,1,1,1,99,1,1,1,99
871,        calig._wolf_hide,1,1,1,99,1,1,1,99
872,         tgh._dhal._lth.,1,1,1,99,1,1,1,99
873,          light_ram_lth.,1,1,1,99,1,1,1,99
874,          amaltheia_hide,1,1,1,99,1,1,1,99
875,          amaltheia_lth.,1,1,1,99,1,1,1,99
876,              manta_skin,1,1,1,99,1,1,1,99
877,           manta_leather,1,1,1,99,1,1,1,99
878,            karakul_skin,1,1,1,99,1,1,1,99
